pca_power('pendigits_training.txt','pendigits_test.txt',1,10)
Eigenvector  1
Test Object  1667
1 :  82.4689
Test Object  1668
1 :  101.1431
Test Object  1669
1 :  36.2041
Test Object  1670
1 :  -37.1347
Test Object  1671
1 :  102.0383
Test Object  1672
1 :  87.7169
Test Object  1673
1 :  14.1499
Test Object  1674
1 :  82.0071
Test Object  1675
1 :  17.0826
Test Object  1676
1 :  43.3830
Test Object  1677
1 :  131.6186
Test Object  1678
1 :  79.0975
Test Object  1679
1 :  73.8194
Test Object  1680
1 :  92.0440
Test Object  1681
1 :  59.1049
Test Object  1682
1 :  39.3653
Test Object  1683
1 :  -14.4278
Test Object  1684
1 :  90.9136
Test Object  1685
1 :  -35.4498
Test Object  1686
1 :  124.3210
Test Object  1687
1 :  42.9471
Test Object  1688
1 :  27.8802
Test Object  1689
1 :  18.0473
Test Object  1690
1 :  3.6138
Test Object  1691
1 :  -68.9323
Test Object  1692
1 :  -28.8670
Test Object  1693
1 :  38.3826
Test Object  1694
1 :  49.8987
Test Object  1695
1 :  93.9903
Test Object  1696
1 :  64.4235
Test Object  1697
1 :  137.0189
Test Object  1698
1 :  -24.9236
Test Object  1699
1 :  56.1355
Test Object  1700
1 :  50.5734
Test Object  1701
1 :  133.7170
Test Object  1702
1 :  -52.1631
Test Object  1703
1 :  127.9879
Test Object  1704
1 :  146.5535
Test Object  1705
1 :  36.6928
Test Object  1706
1 :  75.2239
Test Object  1707
1 :  -55.6736
Test Object  1708
1 :  132.7832
Test Object  1709
1 :  54.4629
Test Object  1710
1 :  126.4282
Test Object  1711
1 :  67.1068
Test Object  1712
1 :  128.1780
Test Object  1713
1 :  50.7620
Test Object  1714
1 :  106.1941
Test Object  1715
1 :  51.2331
Test Object  1716
1 :  49.8363
Test Object  1717
1 :  -40.3112
Test Object  1718
1 :  127.2781
Test Object  1719
1 :  -48.2582
Test Object  1720
1 :  33.2371
Test Object  1721
1 :  31.4757
Test Object  1722
1 :  46.6573
Test Object  1723
1 :  124.9066
Test Object  1724
1 :  -68.3959
Test Object  1725
1 :  145.5725
Test Object  1726
1 :  39.9534
Test Object  1727
1 :  82.7844
Test Object  1728
1 :  108.0481
Test Object  1729
1 :  14.3089
Test Object  1730
1 :  -47.8357
Test Object  1731
1 :  -55.8463
Test Object  1732
1 :  117.9043
Test Object  1733
1 :  73.5876
Test Object  1734
1 :  128.1737
Test Object  1735
1 :  125.3950
Test Object  1736
1 :  52.8541
Test Object  1737
1 :  -77.0375
Test Object  1738
1 :  -49.6597
Test Object  1739
1 :  41.3077
Test Object  1740
1 :  45.5633
Test Object  1741
1 :  53.9984
Test Object  1742
1 :  40.0450
Test Object  1743
1 :  119.9039
Test Object  1744
1 :  -16.7960
Test Object  1745
1 :  25.1044
Test Object  1746
1 :  127.9809
Test Object  1747
1 :  68.0343
Test Object  1748
1 :  46.1779
Test Object  1749
1 :  -52.9022
Test Object  1750
1 :  133.4146
Test Object  1751
1 :  141.6115
Test Object  1752
1 :  108.6701
Test Object  1753
1 :  -40.2142
Test Object  1754
1 :  -59.2193
Test Object  1755
1 :  45.2909
Test Object  1756
1 :  136.6662
Test Object  1757
1 :  41.9225
Test Object  1758
1 :  50.8477
Test Object  1759
1 :  36.9243
Test Object  1760
1 :  41.6074
Test Object  1761
1 :  75.4697
Test Object  1762
1 :  143.2257
Test Object  1763
1 :  137.7823
Test Object  1764
1 :  86.1217
Test Object  1765
1 :  135.1824
Test Object  1766
1 :  140.7357
Test Object  1767
1 :  12.0981
Test Object  1768
1 :  48.1179
Test Object  1769
1 :  70.6003
Test Object  1770
1 :  -71.8307
Test Object  1771
1 :  142.1563
Test Object  1772
1 :  123.2893
Test Object  1773
1 :  -50.2601
Test Object  1774
1 :  42.9880
Test Object  1775
1 :  69.8376
Test Object  1776
1 :  -41.0690
Test Object  1777
1 :  4.8363
Test Object  1778
1 :  120.1088
Test Object  1779
1 :  134.2115
Test Object  1780
1 :  58.7083
Test Object  1781
1 :  45.7879
Test Object  1782
1 :  -93.9139
Test Object  1783
1 :  -27.6080
Test Object  1784
1 :  9.1955
Test Object  1785
1 :  66.9771
Test Object  1786
1 :  -82.4816
Test Object  1787
1 :  58.9799
Test Object  1788
1 :  134.9083
Test Object  1789
1 :  92.2819
Test Object  1790
1 :  -19.3355
Test Object  1791
1 :  131.3168
Test Object  1792
1 :  138.2183
Test Object  1793
1 :  78.2778
Test Object  1794
1 :  26.8716
Test Object  1795
1 :  39.2340
Test Object  1796
1 :  21.1718
Test Object  1797
1 :  115.7179
Test Object  1798
1 :  -1.0397
Test Object  1799
1 :  50.6455
Test Object  1800
1 :  -37.1992
Test Object  1801
1 :  42.8740
Test Object  1802
1 :  38.4270
Test Object  1803
1 :  -91.7083
Test Object  1804
1 :  77.1099
Test Object  1805
1 :  53.3719
Test Object  1806
1 :  39.8520
Test Object  1807
1 :  -68.9912
Test Object  1808
1 :  61.2810
Test Object  1809
1 :  128.6102
Test Object  1810
1 :  -10.9563
Test Object  1811
1 :  32.0481
Test Object  1812
1 :  -29.3058
Test Object  1813
1 :  41.0419
Test Object  1814
1 :  15.7419
Test Object  1815
1 :  130.2503
Test Object  1816
1 :  103.4741
Test Object  1817
1 :  53.3176
Test Object  1818
1 :  100.7917
Test Object  1819
1 :  45.3725
Test Object  1820
1 :  124.9566
Test Object  1821
1 :  -23.0615
Test Object  1822
1 :  -10.0345
Test Object  1823
1 :  -57.6099
Test Object  1824
1 :  41.7376
Test Object  1825
1 :  78.4299
Test Object  1826
1 :  -35.7358
Test Object  1827
1 :  42.1545
Test Object  1828
1 :  -94.4423
Test Object  1829
1 :  -84.9618
Test Object  1830
1 :  30.4585
Test Object  1831
1 :  -29.1569
Test Object  1832
1 :  26.9315
Test Object  1833
1 :  107.4048
Test Object  1834
1 :  -82.2588
Test Object  1835
1 :  44.8672
Test Object  1836
1 :  -23.6506
Test Object  1837
1 :  -13.2423
Test Object  1838
1 :  31.9377
Test Object  1839
1 :  111.1081
Test Object  1840
1 :  40.9056
Test Object  1841
1 :  -39.4325
Test Object  1842
1 :  51.8463
Test Object  1843
1 :  -16.2097
Test Object  1844
1 :  148.0640
Test Object  1845
1 :  18.0603
Test Object  1846
1 :  120.7410
Test Object  1847
1 :  -33.9412
Test Object  1848
1 :  -23.0531
Test Object  1849
1 :  130.2944
Test Object  1850
1 :  70.2177
Test Object  1851
1 :  26.8208
Test Object  1852
1 :  134.9627
Test Object  1853
1 :  -96.7690
Test Object  1854
1 :  81.8746
Test Object  1855
1 :  -16.4833
Test Object  1856
1 :  79.2399
Test Object  1857
1 :  85.9217
Test Object  1858
1 :  -42.6104
Test Object  1859
1 :  37.7973
Test Object  1860
1 :  76.6067
Test Object  1861
1 :  119.6860
Test Object  1862
1 :  135.6863
Test Object  1863
1 :  126.0670
Test Object  1864
1 :  123.5633
Test Object  1865
1 :  10.5311
Test Object  1866
1 :  41.2063
Test Object  1867
1 :  19.7753
Test Object  1868
1 :  79.9684
Test Object  1869
1 :  121.7169
Test Object  1870
1 :  78.5818
Test Object  1871
1 :  -64.1777
Test Object  1872
1 :  -54.4815
Test Object  1873
1 :  44.2914
Test Object  1874
1 :  49.6299
Test Object  1875
1 :  105.8856
Test Object  1876
1 :  122.2767
Test Object  1877
1 :  69.1548
Test Object  1878
1 :  100.8685
Test Object  1879
1 :  108.6173
Test Object  1880
1 :  -33.0911
Test Object  1881
1 :  72.3214
Test Object  1882
1 :  25.4242
Test Object  1883
1 :  114.7902
Test Object  1884
1 :  142.8884
Test Object  1885
1 :  82.2647
Test Object  1886
1 :  -81.6073
Test Object  1887
1 :  6.4744
Test Object  1888
1 :  126.1370
Test Object  1889
1 :  45.5255
Test Object  1890
1 :  139.5350
Test Object  1891
1 :  69.4671
Test Object  1892
1 :  46.7400
Test Object  1893
1 :  -53.3134
Test Object  1894
1 :  134.3036
Test Object  1895
1 :  42.9404
Test Object  1896
1 :  95.5053
Test Object  1897
1 :  41.6225
Test Object  1898
1 :  6.1168
Test Object  1899
1 :  -33.6361
Test Object  1900
1 :  35.1729
Test Object  1901
1 :  122.0837
Test Object  1902
1 :  45.1908
Test Object  1903
1 :  102.2820
Test Object  1904
1 :  83.2760
Test Object  1905
1 :  127.0928
Test Object  1906
1 :  22.6376
Test Object  1907
1 :  129.6779
Test Object  1908
1 :  80.0688
Test Object  1909
1 :  110.8967
Test Object  1910
1 :  -42.7699
Test Object  1911
1 :  -30.1346
Test Object  1912
1 :  -12.2669
Test Object  1913
1 :  -81.2035
Test Object  1914
1 :  117.4122
Test Object  1915
1 :  124.4180
Test Object  1916
1 :  71.1362
Test Object  1917
1 :  20.8296
Test Object  1918
1 :  117.9843
Test Object  1919
1 :  86.4550
Test Object  1920
1 :  124.4813
Test Object  1921
1 :  73.8800
Test Object  1922
1 :  -45.2000
Test Object  1923
1 :  23.6312
Test Object  1924
1 :  47.3071
Test Object  1925
1 :  120.0537
Test Object  1926
1 :  62.7701
Test Object  1927
1 :  102.9406
Test Object  1928
1 :  144.9707
Test Object  1929
1 :  39.0743
Test Object  1930
1 :  73.6643
Test Object  1931
1 :  52.8795
Test Object  1932
1 :  25.7877
Test Object  1933
1 :  78.3676
Test Object  1934
1 :  114.0134
Test Object  1935
1 :  39.9979
Test Object  1936
1 :  41.9082
Test Object  1937
1 :  127.3072
Test Object  1938
1 :  76.1023
Test Object  1939
1 :  116.2845
Test Object  1940
1 :  119.7439
Test Object  1941
1 :  -53.5712
Test Object  1942
1 :  -35.5185
Test Object  1943
1 :  83.3985
Test Object  1944
1 :  17.4662
Test Object  1945
1 :  89.6946
Test Object  1946
1 :  50.1157
Test Object  1947
1 :  34.7590
Test Object  1948
1 :  -53.5807
Test Object  1949
1 :  50.3635
Test Object  1950
1 :  99.6217
Test Object  1951
1 :  -36.9060
Test Object  1952
1 :  77.3120
Test Object  1953
1 :  132.4957
Test Object  1954
1 :  71.8216
Test Object  1955
1 :  130.6959
Test Object  1956
1 :  134.3169
Test Object  1957
1 :  142.2356
Test Object  1958
1 :  131.7724
Test Object  1959
1 :  129.3777
Test Object  1960
1 :  138.0555
Test Object  1961
1 :  60.8646
Test Object  1962
1 :  38.8110
Test Object  1963
1 :  49.6468
Test Object  1964
1 :  62.8571
Test Object  1965
1 :  46.9542
Test Object  1966
1 :  78.3732
Test Object  1967
1 :  -27.9518
Test Object  1968
1 :  -45.2618
Test Object  1969
1 :  -92.5700
Test Object  1970
1 :  42.2683
Test Object  1971
1 :  -62.7355
Test Object  1972
1 :  70.5915
Test Object  1973
1 :  52.3901
Test Object  1974
1 :  -89.1098
Test Object  1975
1 :  92.7580
Test Object  1976
1 :  64.6106
Test Object  1977
1 :  -32.6425
Test Object  1978
1 :  63.8900
Test Object  1979
1 :  126.4127
Test Object  1980
1 :  149.1399
Test Object  1981
1 :  -54.6848
Test Object  1982
1 :  48.7404
Test Object  1983
1 :  116.6336
Test Object  1984
1 :  21.2217
Test Object  1985
1 :  -29.9855
Test Object  1986
1 :  -41.9002
Test Object  1987
1 :  23.7796
Test Object  1988
1 :  8.9357
Test Object  1989
1 :  36.0257
Test Object  1990
1 :  -9.1866
Test Object  1991
1 :  44.7738
Test Object  1992
1 :  32.8281
Test Object  1993
1 :  -20.4791
Test Object  1994
1 :  63.1832
Test Object  1995
1 :  -72.9854
Test Object  1996
1 :  118.6927
Test Object  1997
1 :  63.7683
Test Object  1998
1 :  31.7004
Test Object  1999
1 :  -58.7869
Test Object  2000
1 :  43.1489
Test Object  2001
1 :  121.1123
Test Object  2002
1 :  99.3994
Test Object  2003
1 :  99.9060
Test Object  2004
1 :  126.7719
Test Object  2005
1 :  57.8306
Test Object  2006
1 :  42.7295
Test Object  2007
1 :  99.0845
Test Object  2008
1 :  103.1233
Test Object  2009
1 :  -62.5337
Test Object  2010
1 :  78.8082
Test Object  2011
1 :  -91.2304
Test Object  2012
1 :  110.2531
Test Object  2013
1 :  31.6161
Test Object  2014
1 :  153.1989
Test Object  2015
1 :  43.6502
Test Object  2016
1 :  143.0690
Test Object  2017
1 :  86.3785
Test Object  2018
1 :  -49.8279
Test Object  2019
1 :  -23.6005
Test Object  2020
1 :  120.3599
Test Object  2021
1 :  -32.4938
Test Object  2022
1 :  -85.6378
Test Object  2023
1 :  130.6227
Test Object  2024
1 :  67.5740
Test Object  2025
1 :  134.7542
Test Object  2026
1 :  37.2758
Test Object  2027
1 :  29.7644
Test Object  2028
1 :  -36.8266
Test Object  2029
1 :  119.8943
Test Object  2030
1 :  -87.2910
Test Object  2031
1 :  120.4331
Test Object  2032
1 :  -49.2418
Test Object  2033
1 :  -87.2422
Test Object  2034
1 :  53.6174
Test Object  2035
1 :  -36.4793
Test Object  2036
1 :  50.5585
Test Object  2037
1 :  72.2686
Test Object  2038
1 :  125.7994
Test Object  2039
1 :  139.8730
Test Object  2040
1 :  56.7389
Test Object  2041
1 :  -24.8074
Test Object  2042
1 :  11.8610
Test Object  2043
1 :  69.1166
Test Object  2044
1 :  46.3366
Test Object  2045
1 :  133.2362
Test Object  2046
1 :  98.2959
Test Object  2047
1 :  80.8116
Test Object  2048
1 :  -33.4299
Test Object  2049
1 :  17.6652
Test Object  2050
1 :  94.4570
Test Object  2051
1 :  129.4813
Test Object  2052
1 :  56.7292
Test Object  2053
1 :  133.3897
Test Object  2054
1 :  116.4220
Test Object  2055
1 :  48.0820
Test Object  2056
1 :  -51.7381
Test Object  2057
1 :  42.6724
Test Object  2058
1 :  135.3801
Test Object  2059
1 :  45.6025
Test Object  2060
1 :  118.6207
Test Object  2061
1 :  -39.4851
Test Object  2062
1 :  38.3347
Test Object  2063
1 :  94.8307
Test Object  2064
1 :  43.1841
Test Object  2065
1 :  -30.0855
Test Object  2066
1 :  57.0510
Test Object  2067
1 :  45.1483
Test Object  2068
1 :  126.8942
Test Object  2069
1 :  31.5780
Test Object  2070
1 :  -38.4541
Test Object  2071
1 :  88.6297
Test Object  2072
1 :  129.0177
Test Object  2073
1 :  41.7386
Test Object  2074
1 :  134.9016
Test Object  2075
1 :  122.0553
Test Object  2076
1 :  121.6984
Test Object  2077
1 :  125.4614
Test Object  2078
1 :  -94.7076
Test Object  2079
1 :  -43.6959
Test Object  2080
1 :  53.0461
Test Object  2081
1 :  32.9761
Test Object  2082
1 :  30.0617
Test Object  2083
1 :  138.1336
Test Object  2084
1 :  52.3835
Test Object  2085
1 :  -74.7914
Test Object  2086
1 :  70.2579
Test Object  2087
1 :  61.3689
Test Object  2088
1 :  65.0823
Test Object  2089
1 :  91.6263
Test Object  2090
1 :  142.8122
Test Object  2091
1 :  50.5143
Test Object  2092
1 :  39.5720
Test Object  2093
1 :  33.5215
Test Object  2094
1 :  44.7310
Test Object  2095
1 :  -17.1775
Test Object  2096
1 :  -36.0046
Test Object  2097
1 :  38.9916
Test Object  2098
1 :  79.1299
Test Object  2099
1 :  -87.3072
Test Object  2100
1 :  -68.9912
Test Object  2101
1 :  125.1112
Test Object  2102
1 :  136.0902
Test Object  2103
1 :  33.0637
Test Object  2104
1 :  -52.9382
Test Object  2105
1 :  125.1159
Test Object  2106
1 :  124.3122
Test Object  2107
1 :  67.4433
Test Object  2108
1 :  71.0224
Test Object  2109
1 :  67.4058
Test Object  2110
1 :  113.4811
Test Object  2111
1 :  55.7764
Test Object  2112
1 :  105.6957
Test Object  2113
1 :  128.3894
Test Object  2114
1 :  -86.2235
Test Object  2115
1 :  30.0688
Test Object  2116
1 :  58.5053
Test Object  2117
1 :  27.9140
Test Object  2118
1 :  -65.4571
Test Object  2119
1 :  -46.4747
Test Object  2120
1 :  -8.8927
Test Object  2121
1 :  19.5606
Test Object  2122
1 :  138.0922
Test Object  2123
1 :  -6.9326
Test Object  2124
1 :  29.0492
Test Object  2125
1 :  149.0496
Test Object  2126
1 :  50.5578
Test Object  2127
1 :  85.9781
Test Object  2128
1 :  -13.5229
Test Object  2129
1 :  107.5598
Test Object  2130
1 :  127.2659
Test Object  2131
1 :  129.4121
Test Object  2132
1 :  113.9540
Test Object  2133
1 :  118.3991
Test Object  2134
1 :  137.0123
Test Object  2135
1 :  -40.7356
Test Object  2136
1 :  47.9922
Test Object  2137
1 :  62.6428
Test Object  2138
1 :  81.7562
Test Object  2139
1 :  45.5083
Test Object  2140
1 :  -91.0595
Test Object  2141
1 :  55.6739
Test Object  2142
1 :  -36.9024
Test Object  2143
1 :  138.5899
Test Object  2144
1 :  121.2710
Test Object  2145
1 :  136.0615
Test Object  2146
1 :  131.6300
Test Object  2147
1 :  -44.7735
Test Object  2148
1 :  -35.3148
Test Object  2149
1 :  104.4433
Test Object  2150
1 :  28.2421
Test Object  2151
1 :  84.6693
Test Object  2152
1 :  86.9287
Test Object  2153
1 :  125.0173
Test Object  2154
1 :  45.7967
Test Object  2155
1 :  -81.4966
Test Object  2156
1 :  29.3287
Test Object  2157
1 :  -53.7171
Test Object  2158
1 :  32.2473
Test Object  2159
1 :  125.2392
Test Object  2160
1 :  -39.1044
Test Object  2161
1 :  63.5573
Test Object  2162
1 :  10.3878
Test Object  2163
1 :  88.0186
Test Object  2164
1 :  23.5923
Test Object  2165
1 :  83.7511
Test Object  2166
1 :  80.9750
Test Object  2167
1 :  61.6116
Test Object  2168
1 :  18.7388
Test Object  2169
1 :  62.7340
Test Object  2170
1 :  86.8242
Test Object  2171
1 :  34.6471
Test Object  2172
1 :  71.3311
Test Object  2173
1 :  76.0865
Test Object  2174
1 :  26.1759
Test Object  2175
1 :  13.5800
Test Object  2176
1 :  127.9273
Test Object  2177
1 :  -30.3990
Test Object  2178
1 :  130.3031
Test Object  2179
1 :  103.8227
Test Object  2180
1 :  94.8614
Test Object  2181
1 :  4.7987
Test Object  2182
1 :  -34.7597
Test Object  2183
1 :  140.7287
Test Object  2184
1 :  43.9471
Test Object  2185
1 :  136.4024
Test Object  2186
1 :  50.9523
Test Object  2187
1 :  11.5921
Test Object  2188
1 :  94.6941
Test Object  2189
1 :  -45.7726
Test Object  2190
1 :  114.7206
Test Object  2191
1 :  42.2997
Test Object  2192
1 :  131.5277
Test Object  2193
1 :  126.2863
Test Object  2194
1 :  12.6900
Test Object  2195
1 :  27.6664
Test Object  2196
1 :  -59.0520
Test Object  2197
1 :  131.4246
Test Object  2198
1 :  123.1544
Test Object  2199
1 :  119.3104
Test Object  2200
1 :  65.7536
Test Object  2201
1 :  63.4234
Test Object  2202
1 :  100.5846
Test Object  2203
1 :  52.0527
Test Object  2204
1 :  125.4815
Test Object  2205
1 :  48.2805
Test Object  2206
1 :  131.8815
Test Object  2207
1 :  68.6314
Test Object  2208
1 :  27.0381
Test Object  2209
1 :  -34.4744
Test Object  2210
1 :  19.5923
Test Object  2211
1 :  66.1629
Test Object  2212
1 :  -10.3424
Test Object  2213
1 :  133.5955
Test Object  2214
1 :  59.5075
Test Object  2215
1 :  126.2608
Test Object  2216
1 :  56.3893
Test Object  2217
1 :  46.6867
Test Object  2218
1 :  84.4342
Test Object  2219
1 :  130.7704
Test Object  2220
1 :  81.6628
Test Object  2221
1 :  -37.2189
Test Object  2222
1 :  141.0898
Test Object  2223
1 :  40.2172
Test Object  2224
1 :  -41.6696
Test Object  2225
1 :  137.1327
Test Object  2226
1 :  41.6583
Test Object  2227
1 :  107.5849
Test Object  2228
1 :  77.9982
Test Object  2229
1 :  -19.8488
Test Object  2230
1 :  140.7215
Test Object  2231
1 :  50.7144
Test Object  2232
1 :  114.6325
Test Object  2233
1 :  10.3474
Test Object  2234
1 :  48.2103
Test Object  2235
1 :  -60.9119
Test Object  2236
1 :  -41.0818
Test Object  2237
1 :  148.9501
Test Object  2238
1 :  -55.6244
Test Object  2239
1 :  120.5706
Test Object  2240
1 :  74.5500
Test Object  2241
1 :  89.1423
Test Object  2242
1 :  129.2560
Test Object  2243
1 :  38.4202
Test Object  2244
1 :  79.1352
Test Object  2245
1 :  16.7116
Test Object  2246
1 :  143.3025
Test Object  2247
1 :  71.9427
Test Object  2248
1 :  -25.6833
Test Object  2249
1 :  6.1575
Test Object  2250
1 :  132.1201
Test Object  2251
1 :  -34.7544
Test Object  2252
1 :  88.1148
Test Object  2253
1 :  -33.3830
Test Object  2254
1 :  -13.2554
Test Object  2255
1 :  23.5203
Test Object  2256
1 :  52.9604
Test Object  2257
1 :  75.6039
Test Object  2258
1 :  112.3420
Test Object  2259
1 :  123.3078
Test Object  2260
1 :  43.3058
Test Object  2261
1 :  -65.3246
Test Object  2262
1 :  -22.6400
Test Object  2263
1 :  126.1465
Test Object  2264
1 :  -84.5650
Test Object  2265
1 :  150.6412
Test Object  2266
1 :  37.7718
Test Object  2267
1 :  61.8520
Test Object  2268
1 :  -81.6393
Test Object  2269
1 :  -35.9339
Test Object  2270
1 :  130.0847
Test Object  2271
1 :  80.6063
Test Object  2272
1 :  15.3366
Test Object  2273
1 :  118.5104
Test Object  2274
1 :  111.5435
Test Object  2275
1 :  124.0976
Test Object  2276
1 :  146.4643
Test Object  2277
1 :  97.4957
Test Object  2278
1 :  146.6122
Test Object  2279
1 :  -1.4088
Test Object  2280
1 :  -45.7186
Test Object  2281
1 :  30.7126
Test Object  2282
1 :  141.5969
Test Object  2283
1 :  44.0627
Test Object  2284
1 :  79.5142
Test Object  2285
1 :  40.8665
Test Object  2286
1 :  0.3425
Test Object  2287
1 :  60.4743
Test Object  2288
1 :  -40.1538
Test Object  2289
1 :  143.3376
Test Object  2290
1 :  90.0325
Test Object  2291
1 :  14.4350
Test Object  2292
1 :  45.0714
Test Object  2293
1 :  109.7363
Test Object  2294
1 :  33.5138
Test Object  2295
1 :  97.2130
Test Object  2296
1 :  25.9629
Test Object  2297
1 :  5.1057
Test Object  2298
1 :  87.5641
Test Object  2299
1 :  12.0638
Test Object  2300
1 :  26.4346
Test Object  2301
1 :  -33.0110
Test Object  2302
1 :  68.9474
Test Object  2303
1 :  56.9858
Test Object  2304
1 :  -23.0240
Test Object  2305
1 :  95.5141
Test Object  2306
1 :  28.0102
Test Object  2307
1 :  119.2043
Test Object  2308
1 :  110.0560
Test Object  2309
1 :  61.5268
Test Object  2310
1 :  -29.5272
Test Object  2311
1 :  -83.4925
Test Object  2312
1 :  138.8098
Test Object  2313
1 :  127.3013
Test Object  2314
1 :  125.7862
Test Object  2315
1 :  40.5238
Test Object  2316
1 :  5.5479
Test Object  2317
1 :  123.1698
Test Object  2318
1 :  135.9975
Test Object  2319
1 :  100.5257
Test Object  2320
1 :  101.8158
Test Object  2321
1 :  67.9547
Test Object  2322
1 :  120.7883
Test Object  2323
1 :  14.6061
Test Object  2324
1 :  54.7498
Test Object  2325
1 :  -37.2160
Test Object  2326
1 :  137.4282
Test Object  2327
1 :  148.9175
Test Object  2328
1 :  64.8857
Test Object  2329
1 :  -52.9471
Test Object  2330
1 :  85.1775
Test Object  2331
1 :  57.2584
Test Object  2332
1 :  150.0608
Test Object  2333
1 :  70.8411
Test Object  2334
1 :  36.9750
Test Object  2335
1 :  69.4548
Test Object  2336
1 :  122.6485
Test Object  2337
1 :  6.3150
Test Object  2338
1 :  36.7893
Test Object  2339
1 :  -55.8464
Test Object  2340
1 :  -37.6881
Test Object  2341
1 :  -32.1243
Test Object  2342
1 :  -20.7183
Test Object  2343
1 :  -73.6715
Test Object  2344
1 :  -41.0111
Test Object  2345
1 :  58.1391
Test Object  2346
1 :  139.8532
Test Object  2347
1 :  98.8400
Test Object  2348
1 :  121.5631
Test Object  2349
1 :  -52.1537
Test Object  2350
1 :  125.7679
Test Object  2351
1 :  121.5624
Test Object  2352
1 :  -90.7248
Test Object  2353
1 :  143.9666
Test Object  2354
1 :  126.6362
Test Object  2355
1 :  84.0017
Test Object  2356
1 :  38.0545
Test Object  2357
1 :  13.6878
Test Object  2358
1 :  113.1517
Test Object  2359
1 :  44.7722
Test Object  2360
1 :  120.1439
Test Object  2361
1 :  113.6569
Test Object  2362
1 :  31.8685
Test Object  2363
1 :  69.4092
Test Object  2364
1 :  109.5320
Test Object  2365
1 :  -44.9786
Test Object  2366
1 :  102.5746
Test Object  2367
1 :  41.9234
Test Object  2368
1 :  25.6889
Test Object  2369
1 :  56.5131
Test Object  2370
1 :  118.8444
Test Object  2371
1 :  -1.7101
Test Object  2372
1 :  52.2544
Test Object  2373
1 :  120.2747
Test Object  2374
1 :  111.9176
Test Object  2375
1 :  42.6935
Test Object  2376
1 :  133.5252
Test Object  2377
1 :  45.5174
Test Object  2378
1 :  115.9463
Test Object  2379
1 :  93.2530
Test Object  2380
1 :  144.8374
Test Object  2381
1 :  43.6575
Test Object  2382
1 :  123.3240
Test Object  2383
1 :  103.2507
Test Object  2384
1 :  137.8852
Test Object  2385
1 :  49.7798
Test Object  2386
1 :  120.9824
Test Object  2387
1 :  98.4845
Test Object  2388
1 :  126.3226
Test Object  2389
1 :  94.9524
Test Object  2390
1 :  53.7309
Test Object  2391
1 :  6.3299
Test Object  2392
1 :  -42.6406
Test Object  2393
1 :  27.3311
Test Object  2394
1 :  -29.7482
Test Object  2395
1 :  93.8323
Test Object  2396
1 :  110.4980
Test Object  2397
1 :  -32.8342
Test Object  2398
1 :  -94.0268
Test Object  2399
1 :  -13.8462
Test Object  2400
1 :  78.8879
Test Object  2401
1 :  -34.8284
Test Object  2402
1 :  44.2796
Test Object  2403
1 :  -11.6610
Test Object  2404
1 :  -42.5040
Test Object  2405
1 :  -41.5632
Test Object  2406
1 :  119.2643
Test Object  2407
1 :  89.4759
Test Object  2408
1 :  37.3470
Test Object  2409
1 :  27.6391
Test Object  2410
1 :  115.6432
Test Object  2411
1 :  55.4993
Test Object  2412
1 :  118.1076
Test Object  2413
1 :  52.5572
Test Object  2414
1 :  13.9677
Test Object  2415
1 :  -40.4403
Test Object  2416
1 :  46.2888
Test Object  2417
1 :  133.4873
Test Object  2418
1 :  -3.9342
Test Object  2419
1 :  114.2586
Test Object  2420
1 :  140.2719
Test Object  2421
1 :  122.3662
Test Object  2422
1 :  22.6809
Test Object  2423
1 :  33.2676
Test Object  2424
1 :  -43.0079
Test Object  2425
1 :  118.3956
Test Object  2426
1 :  122.7866
Test Object  2427
1 :  116.7989
Test Object  2428
1 :  123.1427
Test Object  2429
1 :  37.3402
Test Object  2430
1 :  -31.7187
Test Object  2431
1 :  122.5324
Test Object  2432
1 :  13.8989
Test Object  2433
1 :  122.5623
Test Object  2434
1 :  60.3638
Test Object  2435
1 :  28.6081
Test Object  2436
1 :  128.0367
Test Object  2437
1 :  144.3510
Test Object  2438
1 :  -70.5073
Test Object  2439
1 :  119.5769
Test Object  2440
1 :  -48.9901
Test Object  2441
1 :  -43.5512
Test Object  2442
1 :  121.5429
Test Object  2443
1 :  -42.8594
Test Object  2444
1 :  -39.8565
Test Object  2445
1 :  130.8951
Test Object  2446
1 :  -40.7073
Test Object  2447
1 :  35.8400
Test Object  2448
1 :  43.4868
Test Object  2449
1 :  -74.0357
Test Object  2450
1 :  -44.4915
Test Object  2451
1 :  124.1061
Test Object  2452
1 :  -83.2786
Test Object  2453
1 :  81.0506
Test Object  2454
1 :  -16.1323
Test Object  2455
1 :  -48.4218
Test Object  2456
1 :  89.3105
Test Object  2457
1 :  90.0170
Test Object  2458
1 :  48.9548
Test Object  2459
1 :  111.6881
Test Object  2460
1 :  24.9719
Test Object  2461
1 :  -50.0220
Test Object  2462
1 :  38.2650
Test Object  2463
1 :  92.2278
Test Object  2464
1 :  130.2665
Test Object  2465
1 :  -94.5860
Test Object  2466
1 :  9.4202
Test Object  2467
1 :  53.5219
Test Object  2468
1 :  116.2863
Test Object  2469
1 :  70.3740
Test Object  2470
1 :  126.8115
Test Object  2471
1 :  -53.3708
Test Object  2472
1 :  -47.2953
Test Object  2473
1 :  66.1889
Test Object  2474
1 :  108.2316
Test Object  2475
1 :  46.0752
Test Object  2476
1 :  -44.6100
